"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"KBWP","PowerShares KBW Property & Casualty Insurance Portfolio","58","98600000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwp",
"KBWR","PowerShares KBW Regional Banking Portfolio","55.03","148581000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwr",
"LDRI","PowerShares LadderRite 0-5 Year Corporate Bond Portfolio","25.0056","22505040","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldri",
"LALT","PowerShares Multi-Strategy Alternative Portfolio","21.3437","4269316.2799","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lalt",
"PNQI","PowerShares Nasdaq Internet Portfolio","110.09","467882500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnqi",
"PDBC","PowerShares Optimum Yield Diversified Commodity Strategy No K-","16.85","510622400","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdbc",
"QQQ","PowerShares QQQ Trust, Series 1","145.45","52289275000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqq",
"USLB","PowerShares Russell 1000 Low Beta Equal Weight Portfolio","29.5599","158159239.9134","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uslb",
"PSCD","PowerShares S&P SmallCap Consumer Discretionary Portfolio","56.3697","64825155","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscd",
"PSCC","PowerShares S&P SmallCap Consumer Staples Portfolio","72.06","54045000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscc",
"PSCE","PowerShares S&P SmallCap Energy Portfolio","14.84","42294000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psce",
"PSCF","PowerShares S&P SmallCap Financials Portfolio","53.5775","251814250","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscf",
"PSCH","PowerShares S&P SmallCap Health Care Portfolio","92.83","236716500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psch",
"PSCI","PowerShares S&P SmallCap Industrials Portfolio","60.8962","97433920","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psci",
"PSCT","PowerShares S&P SmallCap Information Technology Portfolio","79.04","553280000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psct",
"PSCM","PowerShares S&P SmallCap Materials Portfolio","49.6767","47192865","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscm",
"PSCU","PowerShares S&P SmallCap Utilities Portfolio","53.63","50948500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscu",
"VRIG","PowerShares Variable Rate Investment Grade Portfolio","25.22","103402025.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vrig",
"PHO","PowerShares Water Resources Portfolio","28.5","843600000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pho",
"PRAA","PRA Group, Inc.","28.65","1294043030.4","n/a","2002","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","76.17","4772173133.7","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/prah",
"PRAN","Prana Biotechnology Ltd","2.8","17798673.2","6356669","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pran",
"PRPO","Precipio, Inc.","2.16","13840977.6","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/prpo",
"PFBC","Preferred Bank","60.35","875926719.55","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","67.3","344305521.3","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","21.79","232255230.21","n/a","1996","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","32.57","1733561667.83","n/a","2013","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/pinc",
"LENS","Presbia PLC","4.51","77399948.01","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lens",
"PSDO","Presidio, Inc.","14.15","1290124481.25","n/a","2017","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/psdo",
"PBIO","Pressure BioSciences, Inc.","4.2","4627912.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pbio",
"PRGX","PRGX Global, Inc.","7","156708930","n/a","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","89.25","2712980445","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/psmt",
"PBMD","Prima BioMed Ltd","1.851","11645644.242","6291542","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbmd",
"PNRG","PrimeEnergy Corporation","47","102902035","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","11.85","353937352.35","n/a","2010","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","29.42","1513285513.1","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/prim",
"BTEC","Principal Healthcare Innovators Index ETF","30.6","7650030.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btec",
"GENY","Principal Millennials Index ETF","31.5362","7884081.5362","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","30.13","7532530.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","30.3726","7593180.3726","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/py",
"PSC","Principal U.S. Small Cap Index ETF","30.1988","288398570.1988","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psc",
"PDEX","Pro-Dex, Inc.","7.25","30404984.75","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","3.82","15037044.18","n/a","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PFIE","Profire Energy, Inc.","1.99","96620959.54","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/pfie",
"PGNX","Progenics Pharmaceuticals Inc.","7.36","517186081.28","n/a","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","38.17","1843178304.88","n/a","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","87.22","3874733847.04","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","2.14","34596943.44","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prph",
"PRQR","ProQR Therapeutics N.V.","4.85","116910457.65","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prqr",
"EQRR","ProShares Equities for Rising Rates ETF","42.2155","15830854.7155","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqrr",
"BIB","ProShares Ultra Nasdaq Biotechnology","61.25","490000000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bib",
"UBIO","Proshares UltraPro Nasdaq Biotechnology","38.67","42533713.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubio",
"TQQQ","ProShares UltraPro QQQ","114.25","2222162500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tqqq",
"ZBIO","ProShares UltraPro Short NASDAQ Biotechnology","10.4","5200010.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zbio",
"SQQQ","ProShares UltraPro Short QQQ","26.81","600149705.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","20.58","43938258.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","6.72","2420690240.64","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","17.67","298671786.87","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptgx",
"PRTO","Proteon Therapeutics, Inc.","2","35238836","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","2.1","52713979.5","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","64.77","2479076996.37","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prta",
"PVBC","Provident Bancorp, Inc.","23.15","223010617.2","n/a","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","19.6","150832819.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","18.53","166913459.26","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbip",
"PSDV","pSivida Corp.","1.2","47178463.2","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/psdv",
"PMD","Psychemedics Corporation","18.43","101209321.79","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","56.28","6506392126.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","20.01","828194810.46","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptct",
"PULM","Pulmatrix, Inc.","2.05","41255042.55","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","18.61","266863957.15","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","119.75","4455370240.75","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbyi",
"PCYO","Pure Cycle Corporation","7.5","178155735","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/pcyo",
"PXS","Pyxis Tankers Inc.","1.9201","35095382.3493","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/pxs",
"QADA","QAD Inc.","34.35","660091000.05","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","28","538065444","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","45.5","599742461.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","31.5","7189371000","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","16.94","762701596.58","45023707","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","70.68","8995284640.68","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","51.84","76519302704.64","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","15.73","996777649.01","n/a","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","6.73","13742787.87","n/a","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","51.8","1943633746.6","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","16.81","582132434.87","n/a","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/qtna",
"QTRH","Quarterhill Inc.","1.32","156587968.68","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/qtrh",
"QRHC","Quest Resource Holding Corporation.","1.1633","17776764.2092","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","1.68","134587141.92","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","43.86","1466694891.36","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qdel",
"QNST","QuinStreet, Inc.","7.35","336214989.6","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"QUMU","Qumu Corporation","3.01","28292359.55","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"QTNT","Quotient Limited","4.93","185703067.45","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"RRD","R.R. Donnelley & Sons Company","10.3","721000000","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RCM","R1 RCM Inc.","3.71","389141284.14","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rcm",
"RARX","Ra Pharmaceuticals, Inc.","14.6","330100831.6","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rarx",
"RADA","RADA Electronic Industries Ltd.","3.41","100069051.83","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","21.05","246061638.45","n/a","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","1.37","53491944.55","n/a","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","38.55","1677088837.5","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","11.55","545926365.6","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","16.86","728164011","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rdwr",
"METC","Ramaco Resources, Inc.","6.63","261946731.93","n/a","2017","Energy","Coal Mining","http://www.nasdaq.com/symbol/metc",
"RMBS","Rambus, Inc.","13.35","1458850927.05","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RAND","Rand Capital Corporation","2.96","18713084.48","n/a","n/a","Consumer Non-Durables","Textiles","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","0.3157","5882485.1393","n/a","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"GOLD","Randgold Resources Limited","97.66","3716779632.92","38058362","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold",
"RNDB","Randolph Bancorp, Inc.","15.31","89847408.64","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/rndb",
"RPD","Rapid7, Inc.","17.6","766485297.6","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rpd",
"RAVE","Rave Restaurant Group, Inc.","1.81","25851429.98","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","32.4","1169737750.8","n/a","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ravn",
"RBB","RBB Bancorp","22.89","361378415.79","n/a","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/rbb",
"ROLL","RBC Bearings Incorporated","125.15","3034670865.35","n/a","2005","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","24.75","240538097.25","n/a","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","5.72","68695478.28","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RDI","Reading International Inc","15.72","362466415.2","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","22.52","506308264.6","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","0.87","6508388.22","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse",
"RELY","Real Industry, Inc. ","1.8","53641530","n/a","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rely",
"RNWK","RealNetworks, Inc.","4.8","178569441.6","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","39.9","3297916305.6","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"RETA","Reata Pharmaceuticals, Inc.","31.1","0","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reta",
"RCON","Recon Technology, Ltd.","1.05","10398059.7","n/a","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","8.98","171155243.92","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph",
"RRGB","Red Robin Gourmet Burgers, Inc.","67","866161595","n/a","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","23.16","2688432694.44","n/a","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rrr",
"RDFN","Redfin Corporation","25.09","2040473806.02","n/a","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/rdfn",
"RDHL","Redhill Biopharma Ltd.","10.81","112291274.82","10387722","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl",
"REGN","Regeneron Pharmaceuticals, Inc.","447.12","47909901947.76","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","32.95","1019767671.85","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgnx",
"RGLS","Regulus Therapeutics Inc.","1.25","129732162.5","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"REIS","Reis, Inc","18","207224730","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"RELV","Reliv&#39; International, Inc.","6.69","12344120.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"MARK","Remark Holdings, Inc.","3.77","85403023.94","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark",
"RNST","Renasant Corporation","42.9","2115618948.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","12.15","470077157.7","n/a","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/regi",
"RNVA","Rennova Health, Inc.","0.195","3975123.165","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnva",
"RNVAZ","Rennova Health, Inc.","0.0143","0","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnvaz",
"RCII","Rent-A-Center Inc.","11.48","611906087.52","n/a","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RTK","Rentech, Inc.","0.46","10677418.8","n/a","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RGEN","Repligen Corporation","38.32","1649678222.56","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","0.32","12036912","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RBCAA","Republic Bancorp, Inc.","38.89","811182281.53","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","9.25","526984192","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk",
"RSAS","RESAAS Services Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rsas",
"REFR","Research Frontiers Incorporated","1.19","28612176.74","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RESN","Resonant Inc.","4.43","65115803.61","n/a","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"RECN","Resources Connection, Inc.","13.9","415602021.4","n/a","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn",
"ROIC","Retail Opportunity Investments Corp.","19.01","2085971025.96","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic",
"RTRX","Retrophin, Inc.","24.89","955414248.74","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","27.55","849068656.95","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc",
"RVEN","Reven Housing REIT, Inc.","4.67","50127896.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rven",
"RBIO","rEVO Biologics, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbio",
"RVLT","Revolution Lighting Technologies, Inc.","6.5","136951587.5","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","1.45","31533392.15","n/a","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk",
"REXX","Rex Energy Corporation","2.7","26872724.7","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RFIL","RF Industries, Ltd.","2.35","20802778.1","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","28.57","206632010.74","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RIBT","RiceBran Technologies","1.3","21298517.5","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.1992","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","5.97","76708309.11","n/a","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","2.54","315958214.92","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"RNET","RigNet, Inc.","17.2","313474145.2","n/a","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rnet",
"RTTR","Ritter Pharmaceuticals, Inc.","0.35","5164782.35","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rttr",
"RVSB","Riverview Bancorp Inc","8.4","189230168.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rvsb",
"RLJE","RLJ Entertainment, Inc.","3.55","48135174.2","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"RMGN","RMG Networks Holding Corporation","2.14","23871909.72","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"ROBO","ROBO Global Robotics and Automation Index ETF","38.68","177928000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo",
"RMTI","Rockwell Medical, Inc.","8.56","442894742.4","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","13.4","99776547.4","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","11.82","69257777.04","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/rmcf",
"ROKA","Roka Bioscience, Inc.","0.73","3655651.66","n/a","2014","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/roka",
"ROKU","Roku, Inc.","26.54","2514625057.3","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/roku",
"RTNB","root9B Holdings, Inc. ","2.005","12231051.375","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/rtnb",
"ROSE","Rosehill Resources Inc.","8.23","294386581.51","n/a","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rose",
"ROSEU","Rosehill Resources Inc.","9.5","0","n/a","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/roseu",
"ROSEW","Rosehill Resources Inc.","0.99","0","n/a","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rosew",
"ROSG","Rosetta Genomics Ltd.","1.05","2771343.75","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rosg",
"ROST","Ross Stores, Inc.","64.57","24897680734.74","n/a","1985","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/rost",
"RBPAA","Royal Bancshares of Pennsylvania, Inc.","4.46","134431888.34","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rbpaa",
"RGLD","Royal Gold, Inc.","86.04","5622158525.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rgld",
"RPXC","RPX Corporation","13.28","657362496.64","n/a","2011","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/rpxc",
"RTIX","RTI Surgical, Inc.","4.55","270766377.7","n/a","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rtix",
"RBCN","Rubicon Technology, Inc.","8.26","22502850.16","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/rbcn",
"RUSHA","Rush Enterprises, Inc.","46.29","1841586362.04","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","43.62","1735363947.12","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","20.95","662063492.2","n/a","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/ruth",
"RXII","RXi Pharmaceuticals Corporation","0.48","11374722.24","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxii",
"RXIIW","RXi Pharmaceuticals Corporation","0.169","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rxiiw",
"RYAAY","Ryanair Holdings plc","105.42","10629053411.34","100825777","1997","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ryaay",
"STBA","S&T Bancorp, Inc.","39.58","1384490866.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","3.15","0","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/sanw",
